Any;Trimestre;Codi_Districte;Nom_Districte;Codi_Barri;Nom_Barri;Superfície_mitjana_(m2_construïts);Nombre
2021;1;2;Eixample;10;Sant Antoni;Habitatge nou protegit;--
2021;1;3;Sants-Montjuïc;11;el Poble Sec;Habitatge nou protegit;--
2021;1;3;Sants-Montjuïc;12;la Marina del Prat Vermell;Habitatge nou protegit;--
2021;1;3;Sants-Montjuïc;13;la Marina de Port;Habitatge nou protegit;--
2021;1;3;Sants-Montjuïc;14;la Font de la Guatlla;Habitatge nou protegit;--
2021;1;3;Sants-Montjuïc;15;Hostafrancs;Habitatge nou protegit;--
2021;1;3;Sants-Montjuïc;16;la Bordeta;Habitatge nou protegit;--
2021;1;3;Sants-Montjuïc;17;Sants - Badal;Habitatge nou protegit;--
2021;1;3;Sants-Montjuïc;18;Sants;Habitatge nou protegit;--
2021;1;4;Les Corts;19;les Corts;Habitatge nou protegit;62.0
2021;1;4;Les Corts;20;la Maternitat i Sant Ramon;Habitatge nou protegit;--
2021;1;4;Les Corts;21;Pedralbes;Habitatge nou protegit;--
2021;1;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;Habitatge nou protegit;--
2021;1;5;Sarrià-Sant Gervasi;23;Sarrià;Habitatge nou protegit;--
2021;1;5;Sarrià-Sant Gervasi;24;les Tres Torres;Habitatge nou protegit;--
2021;1;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Habitatge nou protegit;--
2021;1;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;Habitatge nou protegit;--
2021;1;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;Habitatge nou protegit;--
2021;1;6;Gràcia;28;Vallcarca i els Penitents;Habitatge nou protegit;--
2021;1;6;Gràcia;29;el Coll;Habitatge nou protegit;--
2021;1;6;Gràcia;30;la Salut;Habitatge nou protegit;--
2021;1;6;Gràcia;31;la Vila de Gràcia;Habitatge nou protegit;--
2021;1;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;Habitatge nou protegit;--
2021;1;7;Horta-Guinardó;33;el Baix Guinardó;Habitatge nou protegit;--
2021;1;7;Horta-Guinardó;34;Can Baró;Habitatge nou protegit;--
2021;1;7;Horta-Guinardó;35;el Guinardó;Habitatge nou protegit;--
2021;1;7;Horta-Guinardó;36;la Font d'en Fargues;Habitatge nou protegit;--
2021;1;7;Horta-Guinardó;37;el Carmel;Habitatge nou protegit;--
2021;1;7;Horta-Guinardó;38;la Teixonera;Habitatge nou protegit;--
2021;1;7;Horta-Guinardó;39;Sant Genís dels Agudells;Habitatge nou protegit;--
2021;1;7;Horta-Guinardó;40;Montbau;Habitatge nou protegit;--
2021;1;7;Horta-Guinardó;41;la Vall d'Hebron;Habitatge nou protegit;--
2021;1;7;Horta-Guinardó;42;la Clota;Habitatge nou protegit;--
2021;1;7;Horta-Guinardó;43;Horta;Habitatge nou protegit;--
2021;1;8;Nou Barris;44;Vilapicina i la Torre Llobeta;Habitatge nou protegit;--
2021;1;8;Nou Barris;45;Porta;Habitatge nou protegit;--
2021;1;8;Nou Barris;46;el Turó de la Peira;Habitatge nou protegit;--
2021;1;8;Nou Barris;47;Can Peguera;Habitatge nou protegit;--
2021;1;8;Nou Barris;48;la Guineueta;Habitatge nou protegit;--
2021;1;8;Nou Barris;49;Canyelles;Habitatge nou protegit;--
2021;1;8;Nou Barris;50;les Roquetes;Habitatge nou protegit;--
2021;1;8;Nou Barris;51;Verdun;Habitatge nou protegit;--
2021;1;8;Nou Barris;52;la Prosperitat;Habitatge nou protegit;--
2021;1;8;Nou Barris;53;la Trinitat Nova;Habitatge nou protegit;--
2021;1;8;Nou Barris;54;Torre Baró;Habitatge nou protegit;--
2021;1;8;Nou Barris;55;Ciutat Meridiana;Habitatge nou protegit;--
2021;1;8;Nou Barris;56;Vallbona;Habitatge nou protegit;--
2021;1;9;Sant Andreu;57;la Trinitat Vella;Habitatge nou protegit;--
2021;1;9;Sant Andreu;58;Baró de Viver;Habitatge nou protegit;--
2021;1;9;Sant Andreu;59;el Bon Pastor;Habitatge nou protegit;--
2021;1;9;Sant Andreu;60;Sant Andreu;Habitatge nou protegit;--
2021;1;9;Sant Andreu;61;la Sagrera;Habitatge nou protegit;--
2021;1;9;Sant Andreu;62;el Congrés i els Indians;Habitatge nou protegit;--
2021;1;9;Sant Andreu;63;Navas;Habitatge nou protegit;--
2021;1;10;Sant Martí;64;el Camp de l'Arpa del Clot;Habitatge nou protegit;--
2021;1;10;Sant Martí;65;el Clot;Habitatge nou protegit;--
2021;1;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Habitatge nou protegit;--
2021;1;10;Sant Martí;67;la Vila Olímpica del Poblenou;Habitatge nou protegit;--
2021;1;10;Sant Martí;68;el Poblenou;Habitatge nou protegit;--
2021;1;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;Habitatge nou protegit;--
2021;1;10;Sant Martí;70;el Besòs i el Maresme;Habitatge nou protegit;75.0
2021;1;10;Sant Martí;71;Provençals del Poblenou;Habitatge nou protegit;--
2021;1;10;Sant Martí;72;Sant Martí de Provençals;Habitatge nou protegit;--
2021;1;10;Sant Martí;73;la Verneda i la Pau;Habitatge nou protegit;--
2021;1;1;Ciutat Vella;1;el Raval;Habitatge usat;55.3
2021;1;1;Ciutat Vella;2;el Barri Gòtic;Habitatge usat;86.9
2021;1;1;Ciutat Vella;3;la Barceloneta;Habitatge usat;44.6
2021;1;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Habitatge usat;63.2
2021;1;2;Eixample;5;el Fort Pienc;Habitatge usat;82.2
2021;1;2;Eixample;6;la Sagrada Família;Habitatge usat;77.6
2021;1;2;Eixample;7;la Dreta de l'Eixample;Habitatge usat;104.9
2021;1;2;Eixample;8;l'Antiga Esquerra de l'Eixample;Habitatge usat;92.1
2021;1;2;Eixample;9;la Nova Esquerra de l'Eixample;Habitatge usat;80.1
2021;1;2;Eixample;10;Sant Antoni;Habitatge usat;79.2
2021;1;3;Sants-Montjuïc;11;el Poble Sec;Habitatge usat;59.1
2021;1;3;Sants-Montjuïc;12;la Marina del Prat Vermell;Habitatge usat;75.9
2021;1;3;Sants-Montjuïc;13;la Marina de Port;Habitatge usat;70.9
2021;1;3;Sants-Montjuïc;14;la Font de la Guatlla;Habitatge usat;67.7
2021;1;3;Sants-Montjuïc;15;Hostafrancs;Habitatge usat;63.1
2021;1;3;Sants-Montjuïc;16;la Bordeta;Habitatge usat;69.3
2021;1;3;Sants-Montjuïc;17;Sants - Badal;Habitatge usat;61.6
2021;1;3;Sants-Montjuïc;18;Sants;Habitatge usat;68.6
2021;1;4;Les Corts;19;les Corts;Habitatge usat;84.4
2021;1;4;Les Corts;20;la Maternitat i Sant Ramon;Habitatge usat;85.2
2021;1;4;Les Corts;21;Pedralbes;Habitatge usat;153.1
2021;1;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;Habitatge usat;115.7
2021;1;5;Sarrià-Sant Gervasi;23;Sarrià;Habitatge usat;110.5
2021;1;5;Sarrià-Sant Gervasi;24;les Tres Torres;Habitatge usat;174.7
2021;1;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Habitatge usat;131.9
2021;1;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;Habitatge usat;135.5
2021;1;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;Habitatge usat;95.3
2021;1;6;Gràcia;28;Vallcarca i els Penitents;Habitatge usat;83.0
2021;1;6;Gràcia;29;el Coll;Habitatge usat;70.4
2021;1;6;Gràcia;30;la Salut;Habitatge usat;73.3
2021;1;6;Gràcia;31;la Vila de Gràcia;Habitatge usat;81.1
2021;1;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;Habitatge usat;78.5
2021;1;7;Horta-Guinardó;33;el Baix Guinardó;Habitatge usat;79.4
2021;1;7;Horta-Guinardó;34;Can Baró;Habitatge usat;72.0
2021;1;7;Horta-Guinardó;35;el Guinardó;Habitatge usat;71.6
2021;1;7;Horta-Guinardó;36;la Font d'en Fargues;Habitatge usat;95.3
2021;1;7;Horta-Guinardó;37;el Carmel;Habitatge usat;59.0
2021;1;7;Horta-Guinardó;38;la Teixonera;Habitatge usat;58.8
2021;1;7;Horta-Guinardó;39;Sant Genís dels Agudells;Habitatge usat;91.4
2021;1;7;Horta-Guinardó;40;Montbau;Habitatge usat;72.3
2021;1;7;Horta-Guinardó;41;la Vall d'Hebron;Habitatge usat;85.5
2021;1;7;Horta-Guinardó;42;la Clota;Habitatge usat;--
2021;1;7;Horta-Guinardó;43;Horta;Habitatge usat;65.8
2021;1;8;Nou Barris;44;Vilapicina i la Torre Llobeta;Habitatge usat;69.7
2021;1;8;Nou Barris;45;Porta;Habitatge usat;61.2
2021;1;8;Nou Barris;46;el Turó de la Peira;Habitatge usat;63.5
2021;1;8;Nou Barris;47;Can Peguera;Habitatge usat;74.0
2021;1;8;Nou Barris;48;la Guineueta;Habitatge usat;78.7
2021;1;8;Nou Barris;49;Canyelles;Habitatge usat;68.7
2021;1;8;Nou Barris;50;les Roquetes;Habitatge usat;54.9
2021;1;8;Nou Barris;51;Verdun;Habitatge usat;61.0
2021;1;8;Nou Barris;52;la Prosperitat;Habitatge usat;55.3
2021;1;8;Nou Barris;53;la Trinitat Nova;Habitatge usat;57.0
2021;1;8;Nou Barris;54;Torre Baró;Habitatge usat;97.3
2021;1;8;Nou Barris;55;Ciutat Meridiana;Habitatge usat;55.0
2021;1;8;Nou Barris;56;Vallbona;Habitatge usat;--
2021;1;9;Sant Andreu;57;la Trinitat Vella;Habitatge usat;53.2
2021;1;9;Sant Andreu;58;Baró de Viver;Habitatge usat;70.3
2021;1;9;Sant Andreu;59;el Bon Pastor;Habitatge usat;68.4
2021;1;9;Sant Andreu;60;Sant Andreu;Habitatge usat;72.9
2021;1;9;Sant Andreu;61;la Sagrera;Habitatge usat;67.2
2021;1;9;Sant Andreu;62;el Congrés i els Indians;Habitatge usat;69.6
2021;1;9;Sant Andreu;63;Navas;Habitatge usat;71.6
2021;1;10;Sant Martí;64;el Camp de l'Arpa del Clot;Habitatge usat;67.1
2021;1;10;Sant Martí;65;el Clot;Habitatge usat;67.1
2021;1;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Habitatge usat;72.3
2021;1;10;Sant Martí;67;la Vila Olímpica del Poblenou;Habitatge usat;100.6
2021;1;10;Sant Martí;68;el Poblenou;Habitatge usat;72.2
2021;1;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;Habitatge usat;96.4
2021;1;10;Sant Martí;70;el Besòs i el Maresme;Habitatge usat;58.1
2021;1;10;Sant Martí;71;Provençals del Poblenou;Habitatge usat;74.2
2021;1;10;Sant Martí;72;Sant Martí de Provençals;Habitatge usat;76.6
2021;1;10;Sant Martí;73;la Verneda i la Pau;Habitatge usat;73.1
2021;2;1;Ciutat Vella;1;el Raval;Total;66.0
2021;2;1;Ciutat Vella;2;el Barri Gòtic;Total;88.6
2021;2;1;Ciutat Vella;3;la Barceloneta;Total;41.3
2021;2;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Total;68.0
2021;2;2;Eixample;5;el Fort Pienc;Total;85.3
2021;2;2;Eixample;6;la Sagrada Família;Total;76.5
2021;2;2;Eixample;7;la Dreta de l'Eixample;Total;115.1
2021;2;2;Eixample;8;l'Antiga Esquerra de l'Eixample;Total;98.9
2021;2;2;Eixample;9;la Nova Esquerra de l'Eixample;Total;83.3
2021;2;2;Eixample;10;Sant Antoni;Total;77.8
2021;2;3;Sants-Montjuïc;11;el Poble Sec;Total;60.9
2021;2;3;Sants-Montjuïc;12;la Marina del Prat Vermell;Total;69.0
2021;2;3;Sants-Montjuïc;13;la Marina de Port;Total;70.4
2021;2;3;Sants-Montjuïc;14;la Font de la Guatlla;Total;85.4
2021;2;3;Sants-Montjuïc;15;Hostafrancs;Total;68.2
2021;2;3;Sants-Montjuïc;16;la Bordeta;Total;70.7
2021;2;3;Sants-Montjuïc;17;Sants - Badal;Total;61.9
2021;2;3;Sants-Montjuïc;18;Sants;Total;67.8
2021;2;4;Les Corts;19;les Corts;Total;85.0
2021;2;4;Les Corts;20;la Maternitat i Sant Ramon;Total;85.9
2021;2;4;Les Corts;21;Pedralbes;Total;108.4
2021;2;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;Total;193.0
2021;2;5;Sarrià-Sant Gervasi;23;Sarrià;Total;104.0
2021;2;5;Sarrià-Sant Gervasi;24;les Tres Torres;Total;167.8
2021;2;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Total;122.9
2021;2;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;Total;133.6
2021;2;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;Total;86.2
2021;2;6;Gràcia;28;Vallcarca i els Penitents;Total;87.2
2021;2;6;Gràcia;29;el Coll;Total;75.2
2021;2;6;Gràcia;30;la Salut;Total;89.1
2021;2;6;Gràcia;31;la Vila de Gràcia;Total;77.9
2021;2;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;Total;73.7
2021;2;7;Horta-Guinardó;33;el Baix Guinardó;Total;67.4
2021;2;7;Horta-Guinardó;34;Can Baró;Total;67.2
2021;2;7;Horta-Guinardó;35;el Guinardó;Total;73.3
2021;2;7;Horta-Guinardó;36;la Font d'en Fargues;Total;88.3
2021;2;7;Horta-Guinardó;37;el Carmel;Total;66.4
2021;2;7;Horta-Guinardó;38;la Teixonera;Total;62.2
2021;2;7;Horta-Guinardó;39;Sant Genís dels Agudells;Total;108.1
2021;2;7;Horta-Guinardó;40;Montbau;Total;66.5
2021;2;7;Horta-Guinardó;41;la Vall d'Hebron;Total;79.3
2021;2;7;Horta-Guinardó;42;la Clota;Total;--
2021;2;7;Horta-Guinardó;43;Horta;Total;70.5
2021;2;8;Nou Barris;44;Vilapicina i la Torre Llobeta;Total;67.3
2021;2;8;Nou Barris;45;Porta;Total;64.5
2021;2;8;Nou Barris;46;el Turó de la Peira;Total;61.2
2021;2;8;Nou Barris;47;Can Peguera;Total;74.0
2021;2;8;Nou Barris;48;la Guineueta;Total;71.7
2021;2;8;Nou Barris;49;Canyelles;Total;66.9
2021;2;8;Nou Barris;50;les Roquetes;Total;52.6
2021;2;8;Nou Barris;51;Verdun;Total;62.7
2021;2;8;Nou Barris;52;la Prosperitat;Total;60.9
2021;2;8;Nou Barris;53;la Trinitat Nova;Total;62.4
2021;2;8;Nou Barris;54;Torre Baró;Total;79.0
2021;2;8;Nou Barris;55;Ciutat Meridiana;Total;59.6
2021;2;8;Nou Barris;56;Vallbona;Total;--
2021;2;9;Sant Andreu;57;la Trinitat Vella;Total;62.6
2021;2;9;Sant Andreu;58;Baró de Viver;Total;69.0
2021;2;9;Sant Andreu;59;el Bon Pastor;Total;69.8
2021;2;9;Sant Andreu;60;Sant Andreu;Total;73.4
2021;2;9;Sant Andreu;61;la Sagrera;Total;75.2
2021;2;9;Sant Andreu;62;el Congrés i els Indians;Total;80.8
2021;2;9;Sant Andreu;63;Navas;Total;76.2
2021;2;10;Sant Martí;64;el Camp de l'Arpa del Clot;Total;69.8
2021;2;10;Sant Martí;65;el Clot;Total;72.4
2021;2;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Total;75.9
2021;2;10;Sant Martí;67;la Vila Olímpica del Poblenou;Total;66.6
2021;2;10;Sant Martí;68;el Poblenou;Total;75.3
2021;2;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;Total;96.3
2021;2;10;Sant Martí;70;el Besòs i el Maresme;Total;65.9
2021;2;10;Sant Martí;71;Provençals del Poblenou;Total;71.0
2021;2;10;Sant Martí;72;Sant Martí de Provençals;Total;70.5
2021;2;10;Sant Martí;73;la Verneda i la Pau;Total;73.6
