Any;Trimestre;Codi_Districte;Nom_Districte;Codi_Barri;Nom_Barri;Preu_mitja_habitatge;Valor
2020;1;1;Ciutat Vella;1;el Raval;Total. Milers d'euros;194.1
2020;1;1;Ciutat Vella;2;el Barri Gòtic;Total. Milers d'euros;377.7
2020;1;1;Ciutat Vella;3;la Barceloneta;Total. Milers d'euros;215.2
2020;1;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Total. Milers d'euros;305.4
2020;1;2;Eixample;5;el Fort Pienc;Total. Milers d'euros;480.0
2020;1;2;Eixample;6;la Sagrada Família;Total. Milers d'euros;239.7
2020;1;2;Eixample;7;la Dreta de l'Eixample;Total. Milers d'euros;524.2
2020;1;2;Eixample;8;l'Antiga Esquerra de l'Eixample;Total. Milers d'euros;479.8
2020;1;2;Eixample;9;la Nova Esquerra de l'Eixample;Total. Milers d'euros;368.0
2020;1;2;Eixample;10;Sant Antoni;Total. Milers d'euros;355.0
2020;1;3;Sants-Montjuïc;11;el Poble Sec;Total. Milers d'euros;233.4
2020;1;3;Sants-Montjuïc;12;la Marina del Prat Vermell;Total. Milers d'euros;164.7
2020;1;3;Sants-Montjuïc;13;la Marina de Port;Total. Milers d'euros;183.2
2020;1;3;Sants-Montjuïc;14;la Font de la Guatlla;Total. Milers d'euros;230.5
2020;1;3;Sants-Montjuïc;15;Hostafrancs;Total. Milers d'euros;280.0
2020;1;3;Sants-Montjuïc;16;la Bordeta;Total. Milers d'euros;223.2
2020;1;3;Sants-Montjuïc;17;Sants - Badal;Total. Milers d'euros;251.7
2020;1;3;Sants-Montjuïc;18;Sants;Total. Milers d'euros;309.6
2020;1;4;Les Corts;19;les Corts;Total. Milers d'euros;409.6
2020;1;4;Les Corts;20;la Maternitat i Sant Ramon;Total. Milers d'euros;400.4
2020;1;4;Les Corts;21;Pedralbes;Total. Milers d'euros;1003.4
2020;1;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;Total. Milers d'euros;293.8
2020;1;5;Sarrià-Sant Gervasi;23;Sarrià;Total. Milers d'euros;680.0
2020;1;5;Sarrià-Sant Gervasi;24;les Tres Torres;Total. Milers d'euros;781.1
2020;1;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Total. Milers d'euros;605.8
2020;1;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;Total. Milers d'euros;670.1
2020;1;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;Total. Milers d'euros;516.1
2020;1;6;Gràcia;28;Vallcarca i els Penitents;Total. Milers d'euros;351.8
2020;1;6;Gràcia;29;el Coll;Total. Milers d'euros;312.3
2020;1;6;Gràcia;30;la Salut;Total. Milers d'euros;334.0
2020;1;6;Gràcia;31;la Vila de Gràcia;Total. Milers d'euros;413.1
2020;1;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;Total. Milers d'euros;335.2
2020;1;7;Horta-Guinardó;33;el Baix Guinardó;Total. Milers d'euros;273.2
2020;1;7;Horta-Guinardó;34;Can Baró;Total. Milers d'euros;214.4
2020;1;7;Horta-Guinardó;35;el Guinardó;Total. Milers d'euros;247.3
2020;1;7;Horta-Guinardó;36;la Font d'en Fargues;Total. Milers d'euros;343.8
2020;1;7;Horta-Guinardó;37;el Carmel;Total. Milers d'euros;164.0
2020;1;7;Horta-Guinardó;38;la Teixonera;Total. Milers d'euros;160.5
2020;1;7;Horta-Guinardó;39;Sant Genís dels Agudells;Total. Milers d'euros;165.8
2020;1;7;Horta-Guinardó;40;Montbau;Total. Milers d'euros;193.1
