Any;Trimestre;Codi_Districte;Nom_Districte;Codi_Barri;Nom_Barri;Preu_mitja_habitatge;Valor
2021;1;10;Sant Martí;71;Provençals del Poblenou;Total. Milers d'euros;244.3
2021;1;10;Sant Martí;72;Sant Martí de Provençals;Total. Milers d'euros;221.2
2021;1;10;Sant Martí;73;la Verneda i la Pau;Total. Milers d'euros;164.3
2021;1;1;Ciutat Vella;1;el Raval;Nou. Milers d'euros;400.6
2021;1;1;Ciutat Vella;2;el Barri Gòtic;Nou. Milers d'euros;--
2021;1;1;Ciutat Vella;3;la Barceloneta;Nou. Milers d'euros;--
2021;1;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Nou. Milers d'euros;525.0
2021;1;2;Eixample;5;el Fort Pienc;Nou. Milers d'euros;--
2021;1;2;Eixample;6;la Sagrada Família;Nou. Milers d'euros;139.1
2021;1;2;Eixample;7;la Dreta de l'Eixample;Nou. Milers d'euros;1462.7
2021;1;2;Eixample;8;l'Antiga Esquerra de l'Eixample;Nou. Milers d'euros;670.0
2021;1;2;Eixample;9;la Nova Esquerra de l'Eixample;Nou. Milers d'euros;254.5
2021;1;2;Eixample;10;Sant Antoni;Nou. Milers d'euros;--
2021;1;3;Sants-Montjuïc;11;el Poble Sec;Nou. Milers d'euros;228.0
2021;1;3;Sants-Montjuïc;12;la Marina del Prat Vermell;Nou. Milers d'euros;--
2021;1;3;Sants-Montjuïc;13;la Marina de Port;Nou. Milers d'euros;--
2021;1;3;Sants-Montjuïc;14;la Font de la Guatlla;Nou. Milers d'euros;--
2021;1;3;Sants-Montjuïc;15;Hostafrancs;Nou. Milers d'euros;--
2021;1;3;Sants-Montjuïc;16;la Bordeta;Nou. Milers d'euros;--
2021;1;3;Sants-Montjuïc;17;Sants - Badal;Nou. Milers d'euros;288.1
2021;1;3;Sants-Montjuïc;18;Sants;Nou. Milers d'euros;314.0
2021;1;4;Les Corts;19;les Corts;Nou. Milers d'euros;516.8
2021;1;4;Les Corts;20;la Maternitat i Sant Ramon;Nou. Milers d'euros;--
2021;1;4;Les Corts;21;Pedralbes;Nou. Milers d'euros;--
2021;1;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;Nou. Milers d'euros;--
2021;1;5;Sarrià-Sant Gervasi;23;Sarrià;Nou. Milers d'euros;486.0
2021;1;5;Sarrià-Sant Gervasi;24;les Tres Torres;Nou. Milers d'euros;--
2021;1;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Nou. Milers d'euros;795.0
2021;1;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;Nou. Milers d'euros;652.2
2021;1;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;Nou. Milers d'euros;607.4
2021;1;6;Gràcia;28;Vallcarca i els Penitents;Nou. Milers d'euros;502.5
2021;1;6;Gràcia;29;el Coll;Nou. Milers d'euros;--
2021;1;6;Gràcia;30;la Salut;Nou. Milers d'euros;--
2021;1;6;Gràcia;31;la Vila de Gràcia;Nou. Milers d'euros;275.0
2021;1;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;Nou. Milers d'euros;--
2021;1;7;Horta-Guinardó;33;el Baix Guinardó;Nou. Milers d'euros;--
2021;1;7;Horta-Guinardó;34;Can Baró;Nou. Milers d'euros;--
2021;1;7;Horta-Guinardó;35;el Guinardó;Nou. Milers d'euros;133.2
2021;1;7;Horta-Guinardó;36;la Font d'en Fargues;Nou. Milers d'euros;--
2021;1;7;Horta-Guinardó;37;el Carmel;Nou. Milers d'euros;126.5
2021;1;7;Horta-Guinardó;38;la Teixonera;Nou. Milers d'euros;219.2
2021;1;7;Horta-Guinardó;39;Sant Genís dels Agudells;Nou. Milers d'euros;--
2021;1;7;Horta-Guinardó;40;Montbau;Nou. Milers d'euros;--
2021;1;7;Horta-Guinardó;41;la Vall d'Hebron;Nou. Milers d'euros;--
2021;1;7;Horta-Guinardó;42;la Clota;Nou. Milers d'euros;--
2021;1;7;Horta-Guinardó;43;Horta;Nou. Milers d'euros;380.7
2021;1;8;Nou Barris;44;Vilapicina i la Torre Llobeta;Nou. Milers d'euros;316.7
2021;1;8;Nou Barris;45;Porta;Nou. Milers d'euros;--
2021;1;8;Nou Barris;46;el Turó de la Peira;Nou. Milers d'euros;--
2021;1;8;Nou Barris;47;Can Peguera;Nou. Milers d'euros;--
2021;1;8;Nou Barris;48;la Guineueta;Nou. Milers d'euros;--
2021;1;8;Nou Barris;49;Canyelles;Nou. Milers d'euros;--
2021;1;8;Nou Barris;50;les Roquetes;Nou. Milers d'euros;--
2021;1;8;Nou Barris;51;Verdun;Nou. Milers d'euros;--
2021;1;8;Nou Barris;52;la Prosperitat;Nou. Milers d'euros;--
2021;1;8;Nou Barris;53;la Trinitat Nova;Nou. Milers d'euros;--
2021;1;8;Nou Barris;54;Torre Baró;Nou. Milers d'euros;--
2021;1;8;Nou Barris;55;Ciutat Meridiana;Nou. Milers d'euros;--
2021;1;8;Nou Barris;56;Vallbona;Nou. Milers d'euros;--
2021;1;9;Sant Andreu;57;la Trinitat Vella;Nou. Milers d'euros;--
2021;1;9;Sant Andreu;58;Baró de Viver;Nou. Milers d'euros;--
2021;1;9;Sant Andreu;59;el Bon Pastor;Nou. Milers d'euros;--
2021;1;9;Sant Andreu;60;Sant Andreu;Nou. Milers d'euros;375.1
2021;1;9;Sant Andreu;61;la Sagrera;Nou. Milers d'euros;--
2021;1;9;Sant Andreu;62;el Congrés i els Indians;Nou. Milers d'euros;--
2021;1;9;Sant Andreu;63;Navas;Nou. Milers d'euros;--
2021;1;10;Sant Martí;64;el Camp de l'Arpa del Clot;Nou. Milers d'euros;--
2021;1;10;Sant Martí;65;el Clot;Nou. Milers d'euros;--
2021;1;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Nou. Milers d'euros;160.0
2021;1;10;Sant Martí;67;la Vila Olímpica del Poblenou;Nou. Milers d'euros;--
2021;1;10;Sant Martí;68;el Poblenou;Nou. Milers d'euros;--
2021;1;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;Nou. Milers d'euros;--
2021;1;10;Sant Martí;70;el Besòs i el Maresme;Nou. Milers d'euros;240.4
2021;1;10;Sant Martí;71;Provençals del Poblenou;Nou. Milers d'euros;250.0
2021;1;10;Sant Martí;72;Sant Martí de Provençals;Nou. Milers d'euros;--
2021;1;10;Sant Martí;73;la Verneda i la Pau;Nou. Milers d'euros;--
2021;1;1;Ciutat Vella;1;el Raval;Usat. Milers d'euros;161.4
2021;1;1;Ciutat Vella;2;el Barri Gòtic;Usat. Milers d'euros;303.8
2021;1;1;Ciutat Vella;3;la Barceloneta;Usat. Milers d'euros;187.8
2021;1;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Usat. Milers d'euros;225.4
2021;1;2;Eixample;5;el Fort Pienc;Usat. Milers d'euros;300.5
2021;1;2;Eixample;6;la Sagrada Família;Usat. Milers d'euros;319.3
2021;1;2;Eixample;7;la Dreta de l'Eixample;Usat. Milers d'euros;627.3
2021;1;2;Eixample;8;l'Antiga Esquerra de l'Eixample;Usat. Milers d'euros;420.0
2021;1;2;Eixample;9;la Nova Esquerra de l'Eixample;Usat. Milers d'euros;344.0
2021;1;2;Eixample;10;Sant Antoni;Usat. Milers d'euros;337.9
2021;1;3;Sants-Montjuïc;11;el Poble Sec;Usat. Milers d'euros;255.4
2021;1;3;Sants-Montjuïc;12;la Marina del Prat Vermell;Usat. Milers d'euros;274.9
2021;1;3;Sants-Montjuïc;13;la Marina de Port;Usat. Milers d'euros;213.9
2021;1;3;Sants-Montjuïc;14;la Font de la Guatlla;Usat. Milers d'euros;250.5
2021;1;3;Sants-Montjuïc;15;Hostafrancs;Usat. Milers d'euros;260.8
2021;1;3;Sants-Montjuïc;16;la Bordeta;Usat. Milers d'euros;188.5
2021;1;3;Sants-Montjuïc;17;Sants - Badal;Usat. Milers d'euros;205.3
2021;1;3;Sants-Montjuïc;18;Sants;Usat. Milers d'euros;265.1
2021;1;4;Les Corts;19;les Corts;Usat. Milers d'euros;411.3
2021;1;4;Les Corts;20;la Maternitat i Sant Ramon;Usat. Milers d'euros;343.2
2021;1;4;Les Corts;21;Pedralbes;Usat. Milers d'euros;984.0
2021;1;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;Usat. Milers d'euros;414.4
2021;1;5;Sarrià-Sant Gervasi;23;Sarrià;Usat. Milers d'euros;584.2
2021;1;5;Sarrià-Sant Gervasi;24;les Tres Torres;Usat. Milers d'euros;1005.4
2021;1;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Usat. Milers d'euros;877.6
2021;1;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;Usat. Milers d'euros;967.2
2021;1;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;Usat. Milers d'euros;427.6
2021;1;6;Gràcia;28;Vallcarca i els Penitents;Usat. Milers d'euros;345.6
2021;1;6;Gràcia;29;el Coll;Usat. Milers d'euros;197.8
2021;1;6;Gràcia;30;la Salut;Usat. Milers d'euros;289.6
2021;1;6;Gràcia;31;la Vila de Gràcia;Usat. Milers d'euros;347.2
2021;1;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;Usat. Milers d'euros;364.8
2021;1;7;Horta-Guinardó;33;el Baix Guinardó;Usat. Milers d'euros;217.9
2021;1;7;Horta-Guinardó;34;Can Baró;Usat. Milers d'euros;224.7
2021;1;7;Horta-Guinardó;35;el Guinardó;Usat. Milers d'euros;254.4
2021;1;7;Horta-Guinardó;36;la Font d'en Fargues;Usat. Milers d'euros;358.3
2021;1;7;Horta-Guinardó;37;el Carmel;Usat. Milers d'euros;139.4
2021;1;7;Horta-Guinardó;38;la Teixonera;Usat. Milers d'euros;127.1
2021;1;7;Horta-Guinardó;39;Sant Genís dels Agudells;Usat. Milers d'euros;161.1
2021;1;7;Horta-Guinardó;40;Montbau;Usat. Milers d'euros;178.8
2021;1;7;Horta-Guinardó;41;la Vall d'Hebron;Usat. Milers d'euros;315.0
2021;1;7;Horta-Guinardó;42;la Clota;Usat. Milers d'euros;--
2021;1;7;Horta-Guinardó;43;Horta;Usat. Milers d'euros;228.9
2021;1;8;Nou Barris;44;Vilapicina i la Torre Llobeta;Usat. Milers d'euros;214.6
2021;1;8;Nou Barris;45;Porta;Usat. Milers d'euros;142.9
2021;1;8;Nou Barris;46;el Turó de la Peira;Usat. Milers d'euros;141.6
2021;1;8;Nou Barris;47;Can Peguera;Usat. Milers d'euros;215.0
2021;1;8;Nou Barris;48;la Guineueta;Usat. Milers d'euros;195.5
2021;1;8;Nou Barris;49;Canyelles;Usat. Milers d'euros;209.5
2021;1;8;Nou Barris;50;les Roquetes;Usat. Milers d'euros;123.8
2021;1;8;Nou Barris;51;Verdun;Usat. Milers d'euros;121.7
2021;1;8;Nou Barris;52;la Prosperitat;Usat. Milers d'euros;145.1
2021;1;8;Nou Barris;53;la Trinitat Nova;Usat. Milers d'euros;105.1
2021;1;8;Nou Barris;54;Torre Baró;Usat. Milers d'euros;288.5
2021;1;8;Nou Barris;55;Ciutat Meridiana;Usat. Milers d'euros;50.2
2021;1;8;Nou Barris;56;Vallbona;Usat. Milers d'euros;--
2021;1;9;Sant Andreu;57;la Trinitat Vella;Usat. Milers d'euros;--
2021;1;9;Sant Andreu;58;Baró de Viver;Usat. Milers d'euros;--
2021;1;9;Sant Andreu;59;el Bon Pastor;Usat. Milers d'euros;144.1
2021;1;9;Sant Andreu;60;Sant Andreu;Usat. Milers d'euros;327.4
2021;1;9;Sant Andreu;61;la Sagrera;Usat. Milers d'euros;242.4
2021;1;9;Sant Andreu;62;el Congrés i els Indians;Usat. Milers d'euros;336.0
2021;1;9;Sant Andreu;63;Navas;Usat. Milers d'euros;271.2
2021;1;10;Sant Martí;64;el Camp de l'Arpa del Clot;Usat. Milers d'euros;217.3
2021;1;10;Sant Martí;65;el Clot;Usat. Milers d'euros;222.2
2021;1;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Usat. Milers d'euros;290.9
2021;1;10;Sant Martí;67;la Vila Olímpica del Poblenou;Usat. Milers d'euros;483.8
2021;1;10;Sant Martí;68;el Poblenou;Usat. Milers d'euros;321.5
2021;1;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;Usat. Milers d'euros;402.5
2021;1;10;Sant Martí;70;el Besòs i el Maresme;Usat. Milers d'euros;134.6
2021;1;10;Sant Martí;71;Provençals del Poblenou;Usat. Milers d'euros;243.1
2021;1;10;Sant Martí;72;Sant Martí de Provençals;Usat. Milers d'euros;221.2
2021;1;10;Sant Martí;73;la Verneda i la Pau;Usat. Milers d'euros;164.3
2021;1;1;Ciutat Vella;1;el Raval;Total. Euros/m2 construït;3013.4
2021;1;1;Ciutat Vella;2;el Barri Gòtic;Total. Euros/m2 construït;3576.6
2021;1;1;Ciutat Vella;3;la Barceloneta;Total. Euros/m2 construït;4169.0
2021;1;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Total. Euros/m2 construït;3947.2
2021;1;2;Eixample;5;el Fort Pienc;Total. Euros/m2 construït;3733.6
2021;1;2;Eixample;6;la Sagrada Família;Total. Euros/m2 construït;4011.1
2021;1;2;Eixample;7;la Dreta de l'Eixample;Total. Euros/m2 construït;6046.9
2021;1;2;Eixample;8;l'Antiga Esquerra de l'Eixample;Total. Euros/m2 construït;4688.1
2021;1;2;Eixample;9;la Nova Esquerra de l'Eixample;Total. Euros/m2 construït;4246.2
2021;1;2;Eixample;10;Sant Antoni;Total. Euros/m2 construït;4206.0
2021;1;3;Sants-Montjuïc;11;el Poble Sec;Total. Euros/m2 construït;4109.9
2021;1;3;Sants-Montjuïc;12;la Marina del Prat Vermell;Total. Euros/m2 construït;3524.9
2021;1;3;Sants-Montjuïc;13;la Marina de Port;Total. Euros/m2 construït;2921.7
2021;1;3;Sants-Montjuïc;14;la Font de la Guatlla;Total. Euros/m2 construït;3809.8
2021;1;3;Sants-Montjuïc;15;Hostafrancs;Total. Euros/m2 construït;4161.3
2021;1;3;Sants-Montjuïc;16;la Bordeta;Total. Euros/m2 construït;2836.1
2021;1;3;Sants-Montjuïc;17;Sants - Badal;Total. Euros/m2 construït;3650.4
2021;1;3;Sants-Montjuïc;18;Sants;Total. Euros/m2 construït;4065.3
2021;1;4;Les Corts;19;les Corts;Total. Euros/m2 construït;5023.3
2021;1;4;Les Corts;20;la Maternitat i Sant Ramon;Total. Euros/m2 construït;3827.6
2021;1;4;Les Corts;21;Pedralbes;Total. Euros/m2 construït;5923.8
2021;1;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;Total. Euros/m2 construït;3103.6
2021;1;5;Sarrià-Sant Gervasi;23;Sarrià;Total. Euros/m2 construït;5260.0
2021;1;5;Sarrià-Sant Gervasi;24;les Tres Torres;Total. Euros/m2 construït;5623.1
2021;1;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Total. Euros/m2 construït;6324.8
2021;1;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;Total. Euros/m2 construït;7076.5
2021;1;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;Total. Euros/m2 construït;5019.2
2021;1;6;Gràcia;28;Vallcarca i els Penitents;Total. Euros/m2 construït;4076.6
2021;1;6;Gràcia;29;el Coll;Total. Euros/m2 construït;2885.7
2021;1;6;Gràcia;30;la Salut;Total. Euros/m2 construït;4083.9
2021;1;6;Gràcia;31;la Vila de Gràcia;Total. Euros/m2 construït;4410.7
2021;1;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;Total. Euros/m2 construït;4515.2
2021;1;7;Horta-Guinardó;33;el Baix Guinardó;Total. Euros/m2 construït;2654.0
2021;1;7;Horta-Guinardó;34;Can Baró;Total. Euros/m2 construït;3105.3
2021;1;7;Horta-Guinardó;35;el Guinardó;Total. Euros/m2 construït;2913.6
2021;1;7;Horta-Guinardó;36;la Font d'en Fargues;Total. Euros/m2 construït;4086.9
2021;1;7;Horta-Guinardó;37;el Carmel;Total. Euros/m2 construït;2433.6
2021;1;7;Horta-Guinardó;38;la Teixonera;Total. Euros/m2 construït;2779.0
2021;1;7;Horta-Guinardó;39;Sant Genís dels Agudells;Total. Euros/m2 construït;2208.0
2021;1;7;Horta-Guinardó;40;Montbau;Total. Euros/m2 construït;2556.3
2021;1;7;Horta-Guinardó;41;la Vall d'Hebron;Total. Euros/m2 construït;2931.9
2021;1;7;Horta-Guinardó;42;la Clota;Total. Euros/m2 construït;--
2021;1;7;Horta-Guinardó;43;Horta;Total. Euros/m2 construït;3510.8
2021;1;8;Nou Barris;44;Vilapicina i la Torre Llobeta;Total. Euros/m2 construït;3427.7
2021;1;8;Nou Barris;45;Porta;Total. Euros/m2 construït;2562.4
2021;1;8;Nou Barris;46;el Turó de la Peira;Total. Euros/m2 construït;2188.1
2021;1;8;Nou Barris;47;Can Peguera;Total. Euros/m2 construït;2905.4
2021;1;8;Nou Barris;48;la Guineueta;Total. Euros/m2 construït;2412.9
2021;1;8;Nou Barris;49;Canyelles;Total. Euros/m2 construït;2775.6
2021;1;8;Nou Barris;50;les Roquetes;Total. Euros/m2 construït;2339.2
2021;1;8;Nou Barris;51;Verdun;Total. Euros/m2 construït;2744.3
2021;1;8;Nou Barris;52;la Prosperitat;Total. Euros/m2 construït;2683.2
2021;1;8;Nou Barris;53;la Trinitat Nova;Total. Euros/m2 construït;1909.2
2021;1;8;Nou Barris;54;Torre Baró;Total. Euros/m2 construït;2508.0
2021;1;8;Nou Barris;55;Ciutat Meridiana;Total. Euros/m2 construït;859.1
2021;1;8;Nou Barris;56;Vallbona;Total. Euros/m2 construït;--
2021;1;9;Sant Andreu;57;la Trinitat Vella;Total. Euros/m2 construït;--
2021;1;9;Sant Andreu;58;Baró de Viver;Total. Euros/m2 construït;--
2021;1;9;Sant Andreu;59;el Bon Pastor;Total. Euros/m2 construït;2056.7
2021;1;9;Sant Andreu;60;Sant Andreu;Total. Euros/m2 construït;4106.8
2021;1;9;Sant Andreu;61;la Sagrera;Total. Euros/m2 construït;3852.5
2021;1;9;Sant Andreu;62;el Congrés i els Indians;Total. Euros/m2 construït;5407.9
2021;1;9;Sant Andreu;63;Navas;Total. Euros/m2 construït;3668.0
2021;1;10;Sant Martí;64;el Camp de l'Arpa del Clot;Total. Euros/m2 construït;3300.6
2021;1;10;Sant Martí;65;el Clot;Total. Euros/m2 construït;3630.3
2021;1;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;Total. Euros/m2 construït;3810.5
2021;1;10;Sant Martí;67;la Vila Olímpica del Poblenou;Total. Euros/m2 construït;4480.4
2021;1;10;Sant Martí;68;el Poblenou;Total. Euros/m2 construït;4482.7
2021;1;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;Total. Euros/m2 construït;4221.8
2021;1;10;Sant Martí;70;el Besòs i el Maresme;Total. Euros/m2 construït;2314.4
2021;1;10;Sant Martí;71;Provençals del Poblenou;Total. Euros/m2 construït;3271.5
2021;1;10;Sant Martí;72;Sant Martí de Provençals;Total. Euros/m2 construït;2829.8
2021;1;10;Sant Martí;73;la Verneda i la Pau;Total. Euros/m2 construït;2169.4
2021;1;1;Ciutat Vella;1;el Raval;Nou. Euros/m2 construït;6059.9
2021;1;1;Ciutat Vella;2;el Barri Gòtic;Nou. Euros/m2 construït;--
2021;1;1;Ciutat Vella;3;la Barceloneta;Nou. Euros/m2 construït;--
2021;1;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;Nou. Euros/m2 construït;5263.9
2021;1;2;Eixample;5;el Fort Pienc;Nou. Euros/m2 construït;--
2021;1;2;Eixample;6;la Sagrada Família;Nou. Euros/m2 construït;2230.6
2021;1;2;Eixample;7;la Dreta de l'Eixample;Nou. Euros/m2 construït;8111.2
2021;1;2;Eixample;8;l'Antiga Esquerra de l'Eixample;Nou. Euros/m2 construït;6806.9
2021;1;2;Eixample;9;la Nova Esquerra de l'Eixample;Nou. Euros/m2 construït;3158.7
2021;1;2;Eixample;10;Sant Antoni;Nou. Euros/m2 construït;--
2021;1;3;Sants-Montjuïc;11;el Poble Sec;Nou. Euros/m2 construït;3627.9
2021;1;3;Sants-Montjuïc;12;la Marina del Prat Vermell;Nou. Euros/m2 construït;--
2021;1;3;Sants-Montjuïc;13;la Marina de Port;Nou. Euros/m2 construït;--
2021;1;3;Sants-Montjuïc;14;la Font de la Guatlla;Nou. Euros/m2 construït;--
2021;1;3;Sants-Montjuïc;15;Hostafrancs;Nou. Euros/m2 construït;--
2021;1;3;Sants-Montjuïc;16;la Bordeta;Nou. Euros/m2 construït;--
2021;1;3;Sants-Montjuïc;17;Sants - Badal;Nou. Euros/m2 construït;3818.2
2021;1;3;Sants-Montjuïc;18;Sants;Nou. Euros/m2 construït;5226.4
2021;1;4;Les Corts;19;les Corts;Nou. Euros/m2 construït;5320.8
2021;1;4;Les Corts;20;la Maternitat i Sant Ramon;Nou. Euros/m2 construït;--
2021;1;4;Les Corts;21;Pedralbes;Nou. Euros/m2 construït;--
2021;1;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;Nou. Euros/m2 construït;--
2021;1;5;Sarrià-Sant Gervasi;23;Sarrià;Nou. Euros/m2 construït;4789.1
2021;1;5;Sarrià-Sant Gervasi;24;les Tres Torres;Nou. Euros/m2 construït;--
2021;1;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;Nou. Euros/m2 construït;4934.9
2021;1;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;Nou. Euros/m2 construït;6426.7
2021;1;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;Nou. Euros/m2 construït;6242.4
