,year,state,month,number,date,risc
5332,2011,Roraima,Abril,108.0,2011-01-01,low
5333,2012,Roraima,Abril,25.0,2012-01-01,low
5334,2013,Roraima,Abril,87.0,2013-01-01,low
5335,2014,Roraima,Abril,162.0,2014-01-01,low
5336,2015,Roraima,Abril,278.0,2015-01-01,low
5337,2016,Roraima,Abril,126.0,2016-01-01,low
5338,2017,Roraima,Abril,51.0,2017-01-01,low
5339,1998,Roraima,Maio,0.0,1998-01-01,low
5340,1999,Roraima,Maio,0.0,1999-01-01,low
5341,2000,Roraima,Maio,7.0,2000-01-01,low
5342,2001,Roraima,Maio,9.0,2001-01-01,low
5343,2002,Roraima,Maio,0.0,2002-01-01,low
5344,2003,Roraima,Maio,0.0,2003-01-01,low
5345,2004,Roraima,Maio,2.0,2004-01-01,low
5346,2005,Roraima,Maio,1.0,2005-01-01,low
5347,2006,Roraima,Maio,0.0,2006-01-01,low
5348,2007,Roraima,Maio,0.0,2007-01-01,low
5349,2008,Roraima,Maio,8.0,2008-01-01,low
5350,2009,Roraima,Maio,219.0,2009-01-01,low
5351,2010,Roraima,Maio,3.0,2010-01-01,low
5352,2011,Roraima,Maio,4.0,2011-01-01,low
5353,2012,Roraima,Maio,18.0,2012-01-01,low
5354,2013,Roraima,Maio,4.0,2013-01-01,low
5355,2014,Roraima,Maio,58.0,2014-01-01,low
5356,2015,Roraima,Maio,12.0,2015-01-01,low
5357,2016,Roraima,Maio,22.0,2016-01-01,low
5358,2017,Roraima,Maio,29.0,2017-01-01,low
5359,1998,Roraima,Junho,0.0,1998-01-01,low
5360,1999,Roraima,Junho,3.0,1999-01-01,low
5361,2000,Roraima,Junho,0.0,2000-01-01,low
5362,2001,Roraima,Junho,1.0,2001-01-01,low
5363,2002,Roraima,Junho,0.0,2002-01-01,low
5364,2003,Roraima,Junho,0.0,2003-01-01,low
5365,2004,Roraima,Junho,6.0,2004-01-01,low
5366,2005,Roraima,Junho,5.0,2005-01-01,low
5367,2006,Roraima,Junho,0.0,2006-01-01,low
5368,2007,Roraima,Junho,1.0,2007-01-01,low
5369,2008,Roraima,Junho,0.0,2008-01-01,low
5370,2009,Roraima,Junho,16.0,2009-01-01,low
5371,2010,Roraima,Junho,0.0,2010-01-01,low
5372,2011,Roraima,Junho,6.0,2011-01-01,low
5373,2012,Roraima,Junho,22.0,2012-01-01,low
5374,2013,Roraima,Junho,6.0,2013-01-01,low
5375,2014,Roraima,Junho,4.0,2014-01-01,low
5376,2015,Roraima,Junho,3.0,2015-01-01,low
5377,2016,Roraima,Junho,7.0,2016-01-01,low
5378,2017,Roraima,Junho,4.0,2017-01-01,low
5379,1998,Roraima,Julho,1.0,1998-01-01,low
5380,1999,Roraima,Julho,4.0,1999-01-01,low
5381,2000,Roraima,Julho,0.0,2000-01-01,low
5382,2001,Roraima,Julho,1.0,2001-01-01,low
5383,2002,Roraima,Julho,7.0,2002-01-01,low
5384,2003,Roraima,Julho,0.0,2003-01-01,low
5385,2004,Roraima,Julho,2.0,2004-01-01,low
5386,2005,Roraima,Julho,2.0,2005-01-01,low
5387,2006,Roraima,Julho,0.0,2006-01-01,low
5388,2007,Roraima,Julho,3.0,2007-01-01,low
5389,2008,Roraima,Julho,0.0,2008-01-01,low
5390,2009,Roraima,Julho,18.0,2009-01-01,low
5391,2010,Roraima,Julho,1.0,2010-01-01,low
5392,2011,Roraima,Julho,9.0,2011-01-01,low
5393,2012,Roraima,Julho,2.0,2012-01-01,low
5394,2013,Roraima,Julho,4.0,2013-01-01,low
5395,2014,Roraima,Julho,9.0,2014-01-01,low
5396,2015,Roraima,Julho,5.0,2015-01-01,low
5397,2016,Roraima,Julho,0.0,2016-01-01,low
5398,2017,Roraima,Julho,3.0,2017-01-01,low
5399,1998,Roraima,Agosto,0.0,1998-01-01,low
5400,1999,Roraima,Agosto,1.0,1999-01-01,low
5401,2000,Roraima,Agosto,9.0,2000-01-01,low
5402,2001,Roraima,Agosto,4.0,2001-01-01,low
5403,2002,Roraima,Agosto,7.0,2002-01-01,low
5404,2003,Roraima,Agosto,2.0,2003-01-01,low
5405,2004,Roraima,Agosto,18.0,2004-01-01,low
5406,2005,Roraima,Agosto,9.0,2005-01-01,low
5407,2006,Roraima,Agosto,4.0,2006-01-01,low
5408,2007,Roraima,Agosto,2.0,2007-01-01,low
5409,2008,Roraima,Agosto,4.0,2008-01-01,low
5410,2009,Roraima,Agosto,29.0,2009-01-01,low
5411,2010,Roraima,Agosto,3.0,2010-01-01,low
5412,2011,Roraima,Agosto,39.0,2011-01-01,low
5413,2012,Roraima,Agosto,4.0,2012-01-01,low
5414,2013,Roraima,Agosto,3.0,2013-01-01,low
5415,2014,Roraima,Agosto,12.0,2014-01-01,low
5416,2015,Roraima,Agosto,11.0,2015-01-01,low
5417,2016,Roraima,Agosto,11.0,2016-01-01,low
5418,2017,Roraima,Agosto,35.0,2017-01-01,low
5419,1998,Roraima,Setembro,2.0,1998-01-01,low
5420,1999,Roraima,Setembro,3.0,1999-01-01,low
5421,2000,Roraima,Setembro,12.0,2000-01-01,low
5422,2001,Roraima,Setembro,1.0,2001-01-01,low
5423,2002,Roraima,Setembro,48.0,2002-01-01,low
5424,2003,Roraima,Setembro,6.0,2003-01-01,low
5425,2004,Roraima,Setembro,9.0,2004-01-01,low
5426,2005,Roraima,Setembro,72.0,2005-01-01,low
5427,2006,Roraima,Setembro,40.0,2006-01-01,low
5428,2007,Roraima,Setembro,9.0,2007-01-01,low
5429,2008,Roraima,Setembro,17.0,2008-01-01,low
5430,2009,Roraima,Setembro,117.0,2009-01-01,low
5431,2010,Roraima,Setembro,18.0,2010-01-01,low
5432,2011,Roraima,Setembro,53.0,2011-01-01,low
5433,2012,Roraima,Setembro,67.0,2012-01-01,low
5434,2013,Roraima,Setembro,18.0,2013-01-01,low
5435,2014,Roraima,Setembro,67.0,2014-01-01,low
5436,2015,Roraima,Setembro,77.0,2015-01-01,low
5437,2016,Roraima,Setembro,19.0,2016-01-01,low
5438,2017,Roraima,Setembro,43.0,2017-01-01,low
5439,1998,Roraima,Outubro,1.0,1998-01-01,low
5440,1999,Roraima,Outubro,10.0,1999-01-01,low
5441,2000,Roraima,Outubro,25.0,2000-01-01,low
5442,2001,Roraima,Outubro,13.0,2001-01-01,low
5443,2002,Roraima,Outubro,191.0,2002-01-01,low
5444,2003,Roraima,Outubro,14.0,2003-01-01,low
5445,2004,Roraima,Outubro,53.0,2004-01-01,low
5446,2005,Roraima,Outubro,88.0,2005-01-01,low
5447,2006,Roraima,Outubro,135.0,2006-01-01,low
5448,2007,Roraima,Outubro,15.0,2007-01-01,low
5449,2008,Roraima,Outubro,78.0,2008-01-01,low
5450,2009,Roraima,Outubro,197.0,2009-01-01,low
5451,2010,Roraima,Outubro,64.0,2010-01-01,low
5452,2011,Roraima,Outubro,65.0,2011-01-01,low
5453,2012,Roraima,Outubro,152.0,2012-01-01,low
5454,2013,Roraima,Outubro,63.0,2013-01-01,low
5455,2014,Roraima,Outubro,61.0,2014-01-01,low
5456,2015,Roraima,Outubro,181.0,2015-01-01,low
5457,2016,Roraima,Outubro,101.0,2016-01-01,low
5458,2017,Roraima,Outubro,156.0,2017-01-01,low
5459,1998,Roraima,Novembro,1.0,1998-01-01,low
5460,1999,Roraima,Novembro,15.0,1999-01-01,low
5461,2000,Roraima,Novembro,32.0,2000-01-01,low
5462,2001,Roraima,Novembro,76.0,2001-01-01,low
5463,2002,Roraima,Novembro,133.0,2002-01-01,low
5464,2003,Roraima,Novembro,27.0,2003-01-01,low
5465,2004,Roraima,Novembro,135.0,2004-01-01,low
5466,2005,Roraima,Novembro,135.0,2005-01-01,low
5467,2006,Roraima,Novembro,26.0,2006-01-01,low
5468,2007,Roraima,Novembro,112.0,2007-01-01,low
5469,2008,Roraima,Novembro,39.0,2008-01-01,low
5470,2009,Roraima,Novembro,312.0,2009-01-01,low
5471,2010,Roraima,Novembro,27.0,2010-01-01,low
5472,2011,Roraima,Novembro,121.0,2011-01-01,low
5473,2012,Roraima,Novembro,187.0,2012-01-01,low
5474,2013,Roraima,Novembro,106.0,2013-01-01,low
5475,2014,Roraima,Novembro,143.0,2014-01-01,low
5476,2015,Roraima,Novembro,280.0,2015-01-01,low
5477,2016,Roraima,Novembro,71.0,2016-01-01,low
5478,2017,Roraima,Novembro,327.0,2017-01-01,low
5479,1998,Roraima,Dezembro,16.0,1998-01-01,low
5480,1999,Roraima,Dezembro,35.0,1999-01-01,low
5481,2000,Roraima,Dezembro,77.0,2000-01-01,low
5482,2001,Roraima,Dezembro,76.0,2001-01-01,low
5483,2002,Roraima,Dezembro,199.0,2002-01-01,low
5484,2003,Roraima,Dezembro,157.0,2003-01-01,low
5485,2004,Roraima,Dezembro,160.0,2004-01-01,low
5486,2005,Roraima,Dezembro,71.0,2005-01-01,low
5487,2006,Roraima,Dezembro,101.0,2006-01-01,low
5488,2007,Roraima,Dezembro,8.0,2007-01-01,low
5489,2008,Roraima,Dezembro,5.0,2008-01-01,low
5490,2009,Roraima,Dezembro,290.0,2009-01-01,low
5491,2010,Roraima,Dezembro,73.0,2010-01-01,low
5492,2011,Roraima,Dezembro,249.0,2011-01-01,low
5493,2012,Roraima,Dezembro,78.0,2012-01-01,low
5494,2013,Roraima,Dezembro,65.0,2013-01-01,low
5495,2014,Roraima,Dezembro,277.0,2014-01-01,low
5496,2015,Roraima,Dezembro,304.0,2015-01-01,low
5497,2016,Roraima,Dezembro,136.0,2016-01-01,low
5498,1998,Santa Catarina,Janeiro,0.0,1998-01-01,low
5499,1999,Santa Catarina,Janeiro,11.0,1999-01-01,low
5500,2000,Santa Catarina,Janeiro,14.0,2000-01-01,low
5501,2001,Santa Catarina,Janeiro,11.0,2001-01-01,low
5502,2002,Santa Catarina,Janeiro,22.0,2002-01-01,low
5503,2003,Santa Catarina,Janeiro,45.0,2003-01-01,low
5504,2004,Santa Catarina,Janeiro,37.0,2004-01-01,low
5505,2005,Santa Catarina,Janeiro,46.0,2005-01-01,low
5506,2006,Santa Catarina,Janeiro,41.0,2006-01-01,low
5507,2007,Santa Catarina,Janeiro,9.0,2007-01-01,low
5508,2008,Santa Catarina,Janeiro,25.0,2008-01-01,low
5509,2009,Santa Catarina,Janeiro,21.0,2009-01-01,low
5510,2010,Santa Catarina,Janeiro,2.0,2010-01-01,low
5511,2011,Santa Catarina,Janeiro,9.0,2011-01-01,low
5512,2012,Santa Catarina,Janeiro,14.0,2012-01-01,low
5513,2013,Santa Catarina,Janeiro,18.0,2013-01-01,low
5514,2014,Santa Catarina,Janeiro,58.0,2014-01-01,low
5515,2015,Santa Catarina,Janeiro,28.0,2015-01-01,low
5516,2016,Santa Catarina,Janeiro,53.0,2016-01-01,low
5517,2017,Santa Catarina,Janeiro,46.0,2017-01-01,low
5518,1998,Santa Catarina,Fevereiro,0.0,1998-01-01,low
5519,1999,Santa Catarina,Fevereiro,2.0,1999-01-01,low
5520,2000,Santa Catarina,Fevereiro,8.0,2000-01-01,low
5521,2001,Santa Catarina,Fevereiro,0.0,2001-01-01,low
5522,2002,Santa Catarina,Fevereiro,5.0,2002-01-01,low
5523,2003,Santa Catarina,Fevereiro,43.0,2003-01-01,low
5524,2004,Santa Catarina,Fevereiro,29.0,2004-01-01,low
5525,2005,Santa Catarina,Fevereiro,46.0,2005-01-01,low
5526,2006,Santa Catarina,Fevereiro,18.0,2006-01-01,low
5527,2007,Santa Catarina,Fevereiro,14.0,2007-01-01,low
5528,2008,Santa Catarina,Fevereiro,29.0,2008-01-01,low
5529,2009,Santa Catarina,Fevereiro,7.0,2009-01-01,low
5530,2010,Santa Catarina,Fevereiro,15.0,2010-01-01,low
5531,2011,Santa Catarina,Fevereiro,1.0,2011-01-01,low
5532,2012,Santa Catarina,Fevereiro,13.0,2012-01-01,low
5533,2013,Santa Catarina,Fevereiro,12.0,2013-01-01,low
5534,2014,Santa Catarina,Fevereiro,27.0,2014-01-01,low
5535,2015,Santa Catarina,Fevereiro,23.0,2015-01-01,low
5536,2016,Santa Catarina,Fevereiro,10.0,2016-01-01,low
5537,2017,Santa Catarina,Fevereiro,31.0,2017-01-01,low
5538,1998,Santa Catarina,Março,0.0,1998-01-01,low
5539,1999,Santa Catarina,Março,7.0,1999-01-01,low
5540,2000,Santa Catarina,Março,46.0,2000-01-01,low
5541,2001,Santa Catarina,Março,1.0,2001-01-01,low
5542,2002,Santa Catarina,Março,12.0,2002-01-01,low
5543,2003,Santa Catarina,Março,58.0,2003-01-01,low
5544,2004,Santa Catarina,Março,73.0,2004-01-01,low
5545,2005,Santa Catarina,Março,92.0,2005-01-01,low
5546,2006,Santa Catarina,Março,48.0,2006-01-01,low
5547,2007,Santa Catarina,Março,23.0,2007-01-01,low
5548,2008,Santa Catarina,Março,14.0,2008-01-01,low
5549,2009,Santa Catarina,Março,33.0,2009-01-01,low
5550,2010,Santa Catarina,Março,9.0,2010-01-01,low
5551,2011,Santa Catarina,Março,8.0,2011-01-01,low
5552,2012,Santa Catarina,Março,65.0,2012-01-01,low
5553,2013,Santa Catarina,Março,14.0,2013-01-01,low
5554,2014,Santa Catarina,Março,15.0,2014-01-01,low
5555,2015,Santa Catarina,Março,37.0,2015-01-01,low
5556,2016,Santa Catarina,Março,21.0,2016-01-01,low
5557,2017,Santa Catarina,Março,12.0,2017-01-01,low
5558,1998,Santa Catarina,Abril,0.0,1998-01-01,low
5559,1999,Santa Catarina,Abril,0.0,1999-01-01,low
5560,2000,Santa Catarina,Abril,7.0,2000-01-01,low
5561,2001,Santa Catarina,Abril,1.0,2001-01-01,low
5562,2002,Santa Catarina,Abril,7.0,2002-01-01,low
5563,2003,Santa Catarina,Abril,120.0,2003-01-01,low
5564,2004,Santa Catarina,Abril,59.0,2004-01-01,low
5565,2005,Santa Catarina,Abril,25.0,2005-01-01,low
5566,2006,Santa Catarina,Abril,30.0,2006-01-01,low
5567,2007,Santa Catarina,Abril,2.0,2007-01-01,low
5568,2008,Santa Catarina,Abril,31.0,2008-01-01,low
5569,2009,Santa Catarina,Abril,57.0,2009-01-01,low
5570,2010,Santa Catarina,Abril,19.0,2010-01-01,low
5571,2011,Santa Catarina,Abril,5.0,2011-01-01,low
5572,2012,Santa Catarina,Abril,40.0,2012-01-01,low
5573,2013,Santa Catarina,Abril,46.0,2013-01-01,low
5574,2014,Santa Catarina,Abril,34.0,2014-01-01,low
5575,2015,Santa Catarina,Abril,32.0,2015-01-01,low
5576,2016,Santa Catarina,Abril,36.0,2016-01-01,low
5577,2017,Santa Catarina,Abril,26.0,2017-01-01,low
5578,1998,Santa Catarina,Maio,0.0,1998-01-01,low
5579,1999,Santa Catarina,Maio,1.0,1999-01-01,low
5580,2000,Santa Catarina,Maio,0.0,2000-01-01,low
5581,2001,Santa Catarina,Maio,2.0,2001-01-01,low
5582,2002,Santa Catarina,Maio,3.0,2002-01-01,low
5583,2003,Santa Catarina,Maio,84.0,2003-01-01,low
5584,2004,Santa Catarina,Maio,2.0,2004-01-01,low
5585,2005,Santa Catarina,Maio,21.0,2005-01-01,low
5586,2006,Santa Catarina,Maio,33.0,2006-01-01,low
5587,2007,Santa Catarina,Maio,2.0,2007-01-01,low
5588,2008,Santa Catarina,Maio,15.0,2008-01-01,low
5589,2009,Santa Catarina,Maio,33.0,2009-01-01,low
5590,2010,Santa Catarina,Maio,1.0,2010-01-01,low
5591,2011,Santa Catarina,Maio,16.0,2011-01-01,low
5592,2012,Santa Catarina,Maio,60.0,2012-01-01,low
5593,2013,Santa Catarina,Maio,52.0,2013-01-01,low
5594,2014,Santa Catarina,Maio,42.0,2014-01-01,low
5595,2015,Santa Catarina,Maio,70.0,2015-01-01,low
5596,2016,Santa Catarina,Maio,26.0,2016-01-01,low
5597,2017,Santa Catarina,Maio,36.0,2017-01-01,low
5598,1998,Santa Catarina,Junho,2.0,1998-01-01,low
5599,1999,Santa Catarina,Junho,0.0,1999-01-01,low
5600,2000,Santa Catarina,Junho,2.0,2000-01-01,low
5601,2001,Santa Catarina,Junho,1.0,2001-01-01,low
5602,2002,Santa Catarina,Junho,0.0,2002-01-01,low
5603,2003,Santa Catarina,Junho,68.0,2003-01-01,low
5604,2004,Santa Catarina,Junho,127.0,2004-01-01,low
5605,2005,Santa Catarina,Junho,58.0,2005-01-01,low
5606,2006,Santa Catarina,Junho,32.0,2006-01-01,low
5607,2007,Santa Catarina,Junho,11.0,2007-01-01,low
5608,2008,Santa Catarina,Junho,2.0,2008-01-01,low
5609,2009,Santa Catarina,Junho,14.0,2009-01-01,low
5610,2010,Santa Catarina,Junho,1.0,2010-01-01,low
5611,2011,Santa Catarina,Junho,26.0,2011-01-01,low
5612,2012,Santa Catarina,Junho,42.0,2012-01-01,low
5613,2013,Santa Catarina,Junho,31.0,2013-01-01,low
5614,2014,Santa Catarina,Junho,3.0,2014-01-01,low
5615,2015,Santa Catarina,Junho,104.0,2015-01-01,low
5616,2016,Santa Catarina,Junho,79.0,2016-01-01,low
5617,2017,Santa Catarina,Junho,70.0,2017-01-01,low
5618,1998,Santa Catarina,Julho,0.0,1998-01-01,low
5619,1999,Santa Catarina,Julho,2.0,1999-01-01,low
5620,2000,Santa Catarina,Julho,21.0,2000-01-01,low
5621,2001,Santa Catarina,Julho,5.0,2001-01-01,low
5622,2002,Santa Catarina,Julho,82.0,2002-01-01,low
5623,2003,Santa Catarina,Julho,43.0,2003-01-01,low
5624,2004,Santa Catarina,Julho,94.0,2004-01-01,low
5625,2005,Santa Catarina,Julho,90.0,2005-01-01,low
5626,2006,Santa Catarina,Julho,74.0,2006-01-01,low
5627,2007,Santa Catarina,Julho,12.0,2007-01-01,low
5628,2008,Santa Catarina,Julho,46.0,2008-01-01,low
5629,2009,Santa Catarina,Julho,26.0,2009-01-01,low
5630,2010,Santa Catarina,Julho,31.0,2010-01-01,low
5631,2011,Santa Catarina,Julho,31.0,2011-01-01,low
5632,2012,Santa Catarina,Julho,42.0,2012-01-01,low
5633,2013,Santa Catarina,Julho,69.0,2013-01-01,low
5634,2014,Santa Catarina,Julho,82.0,2014-01-01,low
5635,2015,Santa Catarina,Julho,45.0,2015-01-01,low
5636,2016,Santa Catarina,Julho,480.0,2016-01-01,medium
5637,2017,Santa Catarina,Julho,591.0,2017-01-01,medium
5638,1998,Santa Catarina,Agosto,0.0,1998-01-01,low
5639,1999,Santa Catarina,Agosto,51.0,1999-01-01,low
5640,2000,Santa Catarina,Agosto,69.0,2000-01-01,low
5641,2001,Santa Catarina,Agosto,24.0,2001-01-01,low
5642,2002,Santa Catarina,Agosto,702.0,2002-01-01,medium
5643,2003,Santa Catarina,Agosto,1.513,2003-01-01,low
5644,2004,Santa Catarina,Agosto,728.0,2004-01-01,medium
5645,2005,Santa Catarina,Agosto,391.0,2005-01-01,low
5646,2006,Santa Catarina,Agosto,728.0,2006-01-01,medium
5647,2007,Santa Catarina,Agosto,462.0,2007-01-01,medium
5648,2008,Santa Catarina,Agosto,51.0,2008-01-01,low
5649,2009,Santa Catarina,Agosto,759.0,2009-01-01,medium
5650,2010,Santa Catarina,Agosto,511.0,2010-01-01,medium
5651,2011,Santa Catarina,Agosto,175.0,2011-01-01,low
5652,2012,Santa Catarina,Agosto,398.0,2012-01-01,low
5653,2013,Santa Catarina,Agosto,236.0,2013-01-01,low
5654,2014,Santa Catarina,Agosto,459.0,2014-01-01,medium
5655,2015,Santa Catarina,Agosto,379.0,2015-01-01,low
5656,2016,Santa Catarina,Agosto,765.0,2016-01-01,medium
5657,2017,Santa Catarina,Agosto,713.0,2017-01-01,medium
5658,1998,Santa Catarina,Setembro,6.0,1998-01-01,low
5659,1999,Santa Catarina,Setembro,101.0,1999-01-01,low
5660,2000,Santa Catarina,Setembro,36.0,2000-01-01,low
5661,2001,Santa Catarina,Setembro,18.0,2001-01-01,low
5662,2002,Santa Catarina,Setembro,416.0,2002-01-01,medium
5663,2003,Santa Catarina,Setembro,1.339,2003-01-01,low
5664,2004,Santa Catarina,Setembro,755.0,2004-01-01,medium
5665,2005,Santa Catarina,Setembro,116.0,2005-01-01,low
5666,2006,Santa Catarina,Setembro,530.0,2006-01-01,medium
5667,2007,Santa Catarina,Setembro,617.0,2007-01-01,medium
5668,2008,Santa Catarina,Setembro,233.0,2008-01-01,low
5669,2009,Santa Catarina,Setembro,47.0,2009-01-01,low
5670,2010,Santa Catarina,Setembro,198.0,2010-01-01,low
5671,2011,Santa Catarina,Setembro,450.0,2011-01-01,medium
5672,2012,Santa Catarina,Setembro,188.0,2012-01-01,low
5673,2013,Santa Catarina,Setembro,303.0,2013-01-01,low
5674,2014,Santa Catarina,Setembro,208.0,2014-01-01,low
5675,2015,Santa Catarina,Setembro,156.0,2015-01-01,low
5676,2016,Santa Catarina,Setembro,644.0,2016-01-01,medium
5677,2017,Santa Catarina,Setembro,626.0,2017-01-01,medium
5678,1998,Santa Catarina,Outubro,4.0,1998-01-01,low
5679,1999,Santa Catarina,Outubro,16.0,1999-01-01,low
5680,2000,Santa Catarina,Outubro,55.0,2000-01-01,low
5681,2001,Santa Catarina,Outubro,26.0,2001-01-01,low
5682,2002,Santa Catarina,Outubro,42.0,2002-01-01,low
5683,2003,Santa Catarina,Outubro,669.0,2003-01-01,medium
5684,2004,Santa Catarina,Outubro,704.0,2004-01-01,medium
5685,2005,Santa Catarina,Outubro,197.0,2005-01-01,low
5686,2006,Santa Catarina,Outubro,269.0,2006-01-01,low
5687,2007,Santa Catarina,Outubro,35.0,2007-01-01,low
5688,2008,Santa Catarina,Outubro,56.0,2008-01-01,low
5689,2009,Santa Catarina,Outubro,252.0,2009-01-01,low
5690,2010,Santa Catarina,Outubro,76.0,2010-01-01,low
5691,2011,Santa Catarina,Outubro,102.0,2011-01-01,low
5692,2012,Santa Catarina,Outubro,34.0,2012-01-01,low
5693,2013,Santa Catarina,Outubro,107.0,2013-01-01,low
5694,2014,Santa Catarina,Outubro,122.0,2014-01-01,low
5695,2015,Santa Catarina,Outubro,21.0,2015-01-01,low
5696,2016,Santa Catarina,Outubro,56.0,2016-01-01,low
5697,2017,Santa Catarina,Outubro,51.0,2017-01-01,low
5698,1998,Santa Catarina,Novembro,21.0,1998-01-01,low
5699,1999,Santa Catarina,Novembro,84.0,1999-01-01,low
5700,2000,Santa Catarina,Novembro,19.0,2000-01-01,low
5701,2001,Santa Catarina,Novembro,66.0,2001-01-01,low
5702,2002,Santa Catarina,Novembro,348.0,2002-01-01,low
5703,2003,Santa Catarina,Novembro,347.0,2003-01-01,low
5704,2004,Santa Catarina,Novembro,279.0,2004-01-01,low
5705,2005,Santa Catarina,Novembro,384.0,2005-01-01,low
5706,2006,Santa Catarina,Novembro,45.0,2006-01-01,low
5707,2007,Santa Catarina,Novembro,26.0,2007-01-01,low
5708,2008,Santa Catarina,Novembro,16.0,2008-01-01,low
5709,2009,Santa Catarina,Novembro,61.0,2009-01-01,low
5710,2010,Santa Catarina,Novembro,88.0,2010-01-01,low
5711,2011,Santa Catarina,Novembro,79.0,2011-01-01,low
5712,2012,Santa Catarina,Novembro,72.0,2012-01-01,low
5713,2013,Santa Catarina,Novembro,84.0,2013-01-01,low
5714,2014,Santa Catarina,Novembro,43.0,2014-01-01,low
5715,2015,Santa Catarina,Novembro,9.0,2015-01-01,low
5716,2016,Santa Catarina,Novembro,156.0,2016-01-01,low
5717,2017,Santa Catarina,Novembro,152.0,2017-01-01,low
5718,1998,Santa Catarina,Dezembro,26.0,1998-01-01,low
5719,1999,Santa Catarina,Dezembro,89.0,1999-01-01,low
5720,2000,Santa Catarina,Dezembro,29.0,2000-01-01,low
5721,2001,Santa Catarina,Dezembro,45.0,2001-01-01,low
5722,2002,Santa Catarina,Dezembro,76.0,2002-01-01,low
5723,2003,Santa Catarina,Dezembro,129.0,2003-01-01,low
5724,2004,Santa Catarina,Dezembro,68.0,2004-01-01,low
5725,2005,Santa Catarina,Dezembro,17.0,2005-01-01,low
5726,2006,Santa Catarina,Dezembro,7.0,2006-01-01,low
5727,2007,Santa Catarina,Dezembro,17.0,2007-01-01,low
5728,2008,Santa Catarina,Dezembro,29.0,2008-01-01,low
5729,2009,Santa Catarina,Dezembro,20.0,2009-01-01,low
5730,2010,Santa Catarina,Dezembro,23.0,2010-01-01,low
5731,2011,Santa Catarina,Dezembro,24.0,2011-01-01,low
5732,2012,Santa Catarina,Dezembro,32.0,2012-01-01,low
5733,2013,Santa Catarina,Dezembro,74.0,2013-01-01,low
5734,2014,Santa Catarina,Dezembro,45.0,2014-01-01,low
5735,2015,Santa Catarina,Dezembro,19.0,2015-01-01,low
5736,2016,Santa Catarina,Dezembro,20.0,2016-01-01,low
5737,1998,Sao Paulo,Janeiro,0.0,1998-01-01,low
5738,1999,Sao Paulo,Janeiro,7.0,1999-01-01,low
5739,2000,Sao Paulo,Janeiro,36.0,2000-01-01,low
5740,2001,Sao Paulo,Janeiro,26.0,2001-01-01,low
5741,2002,Sao Paulo,Janeiro,19.0,2002-01-01,low
5742,2003,Sao Paulo,Janeiro,59.0,2003-01-01,low
5743,2004,Sao Paulo,Janeiro,37.0,2004-01-01,low
5744,2005,Sao Paulo,Janeiro,26.0,2005-01-01,low
5745,2006,Sao Paulo,Janeiro,76.0,2006-01-01,low
5746,2007,Sao Paulo,Janeiro,14.0,2007-01-01,low
5747,2008,Sao Paulo,Janeiro,34.0,2008-01-01,low
5748,2009,Sao Paulo,Janeiro,12.0,2009-01-01,low
5749,2010,Sao Paulo,Janeiro,45.0,2010-01-01,low
5750,2011,Sao Paulo,Janeiro,75.0,2011-01-01,low
5751,2012,Sao Paulo,Janeiro,38.0,2012-01-01,low
5752,2013,Sao Paulo,Janeiro,36.0,2013-01-01,low
5753,2014,Sao Paulo,Janeiro,99.0,2014-01-01,low
5754,2015,Sao Paulo,Janeiro,120.0,2015-01-01,low
5755,2016,Sao Paulo,Janeiro,85.0,2016-01-01,low
5756,2017,Sao Paulo,Janeiro,28.0,2017-01-01,low
5757,1998,Sao Paulo,Fevereiro,0.0,1998-01-01,low
5758,1999,Sao Paulo,Fevereiro,47.0,1999-01-01,low
5759,2000,Sao Paulo,Fevereiro,25.0,2000-01-01,low
5760,2001,Sao Paulo,Fevereiro,25.0,2001-01-01,low
5761,2002,Sao Paulo,Fevereiro,19.0,2002-01-01,low
5762,2003,Sao Paulo,Fevereiro,137.0,2003-01-01,low
5763,2004,Sao Paulo,Fevereiro,41.0,2004-01-01,low
5764,2005,Sao Paulo,Fevereiro,78.0,2005-01-01,low
5765,2006,Sao Paulo,Fevereiro,59.0,2006-01-01,low
5766,2007,Sao Paulo,Fevereiro,96.0,2007-01-01,low
5767,2008,Sao Paulo,Fevereiro,30.0,2008-01-01,low
5768,2009,Sao Paulo,Fevereiro,65.0,2009-01-01,low
5769,2010,Sao Paulo,Fevereiro,152.0,2010-01-01,low
5770,2011,Sao Paulo,Fevereiro,73.0,2011-01-01,low
5771,2012,Sao Paulo,Fevereiro,81.0,2012-01-01,low
5772,2013,Sao Paulo,Fevereiro,100.0,2013-01-01,low
5773,2014,Sao Paulo,Fevereiro,112.0,2014-01-01,low
5774,2015,Sao Paulo,Fevereiro,69.0,2015-01-01,low
5775,2016,Sao Paulo,Fevereiro,188.0,2016-01-01,low
5776,2017,Sao Paulo,Fevereiro,107.0,2017-01-01,low
5777,1998,Sao Paulo,Março,0.0,1998-01-01,low
5778,1999,Sao Paulo,Março,78.0,1999-01-01,low
5779,2000,Sao Paulo,Março,26.0,2000-01-01,low
5780,2001,Sao Paulo,Março,35.0,2001-01-01,low
5781,2002,Sao Paulo,Março,111.0,2002-01-01,low
5782,2003,Sao Paulo,Março,86.0,2003-01-01,low
5783,2004,Sao Paulo,Março,73.0,2004-01-01,low
5784,2005,Sao Paulo,Março,73.0,2005-01-01,low
